name,medal_type,medal_date,gender,birth_date,country,discipline,event,lat,long
TANG Muhan,BRONZE,2024-08-01,FEMININO,2003-09-04,China,Swimming,Women's 4 x 200m Freestyle Relay,35.86166,104.195397
KONG Yaqi,BRONZE,2024-08-01,FEMININO,2008-01-24,China,Swimming,Women's 4 x 200m Freestyle Relay,35.86166,104.195397
GE Chutong,BRONZE,2024-08-01,FEMININO,2003-09-23,China,Swimming,Women's 4 x 200m Freestyle Relay,35.86166,104.195397
LIU Yaxin,BRONZE,2024-08-01,FEMININO,1999-06-16,China,Swimming,Women's 4 x 200m Freestyle Relay,35.86166,104.195397
LI Bingjie,BRONZE,2024-08-01,FEMININO,2002-03-03,China,Swimming,Women's 4 x 200m Freestyle Relay,35.86166,104.195397
YANG Junxuan,BRONZE,2024-08-01,FEMININO,2002-01-26,China,Swimming,Women's 4 x 200m Freestyle Relay,35.86166,104.195397
LIM Sihyeon,OURO,2024-08-02,FEMININO,2003-06-13,Korea,Archery,Mixed Team,35.907757,127.766922
KIM Woojin,OURO,2024-08-02,MASCULINO,1992-06-20,Korea,Archery,Mixed Team,35.907757,127.766922
KROPPEN Michelle,PRATA,2024-08-02,FEMININO,1996-04-19,Germany,Archery,Mixed Team,51.165691,10.451526
UNRUH Florian,PRATA,2024-08-02,MASCULINO,1993-06-07,Germany,Archery,Mixed Team,51.165691,10.451526
KAUFHOLD Casey,BRONZE,2024-08-02,FEMININO,2004-03-06,United States,Archery,Mixed Team,38.7945952,-106.5348379
ELLISON Brady,BRONZE,2024-08-02,MASCULINO,1988-10-27,United States,Archery,Mixed Team,38.7945952,-106.5348379
ZHENG Si Wei,OURO,2024-08-02,MASCULINO,1997-02-26,China,Badminton,Mixed Doubles,35.86166,104.195397
HUANG Ya Qiong,OURO,2024-08-02,FEMININO,1994-02-28,China,Badminton,Mixed Doubles,35.86166,104.195397
KIM Won Ho,PRATA,2024-08-02,MASCULINO,1999-06-02,Korea,Badminton,Mixed Doubles,35.907757,127.766922
JEONG Na Eun,PRATA,2024-08-02,FEMININO,2000-06-27,Korea,Badminton,Mixed Doubles,35.907757,127.766922
WATANABE Yuta,BRONZE,2024-08-02,MASCULINO,1997-06-13,Japan,Badminton,Mixed Doubles,36.204824,138.252924
HIGASHINO Arisa,BRONZE,2024-08-02,FEMININO,1996-08-01,Japan,Badminton,Mixed Doubles,36.204824,138.252924
LONG Daoyi,OURO,2024-08-02,MASCULINO,2003-03-06,China,Diving,Men's Synchronised 3m Springboard,35.86166,104.195397
WANG Zongyuan,OURO,2024-08-02,MASCULINO,2001-10-24,China,Diving,Men's Synchronised 3m Springboard,35.86166,104.195397
CELAYA HERNANDEZ Juan Manuel,PRATA,2024-08-02,MASCULINO,1998-09-01,Mexico,Diving,Men's Synchronised 3m Springboard,23.634501,-102.552784
OLVERA IBARRA Osmar,PRATA,2024-08-02,MASCULINO,2004-06-05,Mexico,Diving,Men's Synchronised 3m Springboard,23.634501,-102.552784
HARDING Anthony,BRONZE,2024-08-02,MASCULINO,2000-06-30,Great Britain,Diving,Men's Synchronised 3m Springboard,55.378051,-3.435973
LAUGHER Jack,BRONZE,2024-08-02,MASCULINO,1995-01-30,Great Britain,Diving,Men's Synchronised 3m Springboard,55.378051,-3.435973
BRASH Scott,OURO,2024-08-02,MASCULINO,1985-11-23,Great Britain,Equestrian,Jumping Team,55.378051,-3.435973
CHARLES Harry,OURO,2024-08-02,MASCULINO,1999-07-15,Great Britain,Equestrian,Jumping Team,55.378051,-3.435973
MAHER Ben,OURO,2024-08-02,MASCULINO,1983-01-30,Great Britain,Equestrian,Jumping Team,55.378051,-3.435973
STOCKDALE Joseph,OURO,2024-08-02,MASCULINO,1999-10-18,Great Britain,Equestrian,Jumping Team,55.378051,-3.435973
WARD McLain,PRATA,2024-08-02,MASCULINO,1975-10-17,United States,Equestrian,Jumping Team,38.7945952,-106.5348379
FARRINGTON Kent,PRATA,2024-08-02,MASCULINO,1980-12-28,United States,Equestrian,Jumping Team,38.7945952,-106.5348379
KRAUT Laura,PRATA,2024-08-02,FEMININO,1965-11-14,United States,Equestrian,Jumping Team,38.7945952,-106.5348379
COOK Karl,PRATA,2024-08-02,MASCULINO,1990-12-25,United States,Equestrian,Jumping Team,38.7945952,-106.5348379
STAUT Kevin,BRONZE,2024-08-02,MASCULINO,1980-11-15,France,Equestrian,Jumping Team,46.227638,2.213749
DELESTRE Simon,BRONZE,2024-08-02,MASCULINO,1981-06-21,France,Equestrian,Jumping Team,46.227638,2.213749
EPAILLARD Julien,BRONZE,2024-08-02,MASCULINO,1977-07-24,France,Equestrian,Jumping Team,46.227638,2.213749
PERREAU Olivier,BRONZE,2024-08-02,MASCULINO,1986-06-23,France,Equestrian,Jumping Team,46.227638,2.213749
SIKLOSI Gergely,OURO,2024-08-02,MASCULINO,1997-09-04,Hungary,Fencing,Men's Epee Team,47.162494,19.503304
KOCH Mate Tamas,OURO,2024-08-02,MASCULINO,1999-09-17,Hungary,Fencing,Men's Epee Team,47.162494,19.503304
ANDRASFI Tibor,OURO,2024-08-02,MASCULINO,1999-12-10,Hungary,Fencing,Men's Epee Team,47.162494,19.503304
NAGY David,OURO,2024-08-02,MASCULINO,1999-07-14,Hungary,Fencing,Men's Epee Team,47.162494,19.503304
KANO Koki,PRATA,2024-08-02,MASCULINO,1997-12-19,Japan,Fencing,Men's Epee Team,36.204824,138.252924
MINOBE Kazuyasu,PRATA,2024-08-02,MASCULINO,1987-07-15,Japan,Fencing,Men's Epee Team,36.204824,138.252924
YAMADA Masaru,PRATA,2024-08-02,MASCULINO,1994-06-14,Japan,Fencing,Men's Epee Team,36.204824,138.252924
KOMATA Akira,PRATA,2024-08-02,MASCULINO,1998-01-31,Japan,Fencing,Men's Epee Team,36.204824,138.252924
BERAN Jiri,BRONZE,2024-08-02,MASCULINO,1982-01-18,Czechia,Fencing,Men's Epee Team,49.817492,15.472962
JURKA Jakub,BRONZE,2024-08-02,MASCULINO,1999-06-13,Czechia,Fencing,Men's Epee Team,49.817492,15.472962
RUBES Martin,BRONZE,2024-08-02,MASCULINO,1996-09-16,Czechia,Fencing,Men's Epee Team,49.817492,15.472962
CUPR Michal,BRONZE,2024-08-02,MASCULINO,1991-12-23,Czechia,Fencing,Men's Epee Team,49.817492,15.472962
Mc CARTHY Fintan,OURO,2024-08-02,MASCULINO,1996-11-23,Ireland,Rowing,Lightweight Men's Double Sculls,53.7797554,-7.3055309
O DONOVAN Paul,OURO,2024-08-02,MASCULINO,1994-04-19,Ireland,Rowing,Lightweight Men's Double Sculls,53.7797554,-7.3055309
OPPO Stefano,PRATA,2024-08-02,MASCULINO,1994-09-12,Italy,Rowing,Lightweight Men's Double Sculls,41.87194,12.56738
SOARES Gabriel,PRATA,2024-08-02,MASCULINO,1997-01-22,Italy,Rowing,Lightweight Men's Double Sculls,41.87194,12.56738
PAPAKONSTANTINOU Antonios,BRONZE,2024-08-02,MASCULINO,1999-03-18,Greece,Rowing,Lightweight Men's Double Sculls,39.074208,21.824312
GKAIDATZIS Petros,BRONZE,2024-08-02,MASCULINO,2000-11-25,Greece,Rowing,Lightweight Men's Double Sculls,39.074208,21.824312
CRAIG Emily,OURO,2024-08-02,FEMININO,1992-11-30,Great Britain,Rowing,Lightweight Women's Double Sculls,55.378051,-3.435973
GRANT Imogen,OURO,2024-08-02,FEMININO,1996-02-26,Great Britain,Rowing,Lightweight Women's Double Sculls,55.378051,-3.435973
van GRONINGEN Gianina Elena,PRATA,2024-08-02,FEMININO,1995-05-21,Romania,Rowing,Lightweight Women's Double Sculls,45.943161,24.96676
COZMIUC Ionela Livia,PRATA,2024-08-02,FEMININO,1995-01-03,Romania,Rowing,Lightweight Women's Double Sculls,45.943161,24.96676
KONTOU Dimitra,BRONZE,2024-08-02,FEMININO,2005-09-23,Greece,Rowing,Lightweight Women's Double Sculls,39.074208,21.824312
FITSIOU Zoi,BRONZE,2024-08-02,FEMININO,1995-09-14,Greece,Rowing,Lightweight Women's Double Sculls,39.074208,21.824312
SINKOVIC Martin,OURO,2024-08-02,MASCULINO,1989-11-10,Croatia,Rowing,Men's Pair,45.1,15.2
SINKOVIC Valent,OURO,2024-08-02,MASCULINO,1988-08-02,Croatia,Rowing,Men's Pair,45.1,15.2
WYNNE-GRIFFITH Oliver,PRATA,2024-08-02,MASCULINO,1994-05-29,Great Britain,Rowing,Men's Pair,55.378051,-3.435973
GEORGE Tom,PRATA,2024-08-02,MASCULINO,1994-09-22,Great Britain,Rowing,Men's Pair,55.378051,-3.435973
ROEOESLI Roman,BRONZE,2024-08-02,MASCULINO,1993-09-22,Switzerland,Rowing,Men's Pair,46.818188,8.227512
GULICH Andrin,BRONZE,2024-08-02,MASCULINO,1999-03-09,Switzerland,Rowing,Men's Pair,46.818188,8.227512
CLEVERING Ymkje,OURO,2024-08-02,FEMININO,1995-07-17,Netherlands,Rowing,Women's Pair,52.132633,5.291266
MEESTER Veronique,OURO,2024-08-02,FEMININO,1995-04-07,Netherlands,Rowing,Women's Pair,52.132633,5.291266
VRINCEANU Ioana,PRATA,2024-08-02,FEMININO,1994-03-07,Romania,Rowing,Women's Pair,45.943161,24.96676
ANGHEL Roxana,PRATA,2024-08-02,FEMININO,1998-01-01,Romania,Rowing,Women's Pair,45.943161,24.96676
MORRISON Jess,BRONZE,2024-08-02,FEMININO,1992-05-18,Australia,Rowing,Women's Pair,-25.274398,133.775136
McINTYRE Annabelle,BRONZE,2024-08-02,FEMININO,1996-09-12,Australia,Rowing,Women's Pair,-25.274398,133.775136
BOTIN le CHEVER Diego,OURO,2024-08-02,MASCULINO,1993-12-25,Spain,Sailing,Men's Skiff,40.463667,-3.74922
TRITTEL PAUL Florian,OURO,2024-08-02,MASCULINO,1994-05-23,Spain,Sailing,Men's Skiff,40.463667,-3.74922
McHARDIE Isaac,PRATA,2024-08-02,MASCULINO,1997-07-06,New Zealand,Sailing,Men's Skiff,-40.900557,174.885971
McKENZIE William,PRATA,2024-08-02,MASCULINO,1997-02-19,New Zealand,Sailing,Men's Skiff,-40.900557,174.885971
BARROWS Ian,BRONZE,2024-08-02,MASCULINO,1995-01-14,United States,Sailing,Men's Skiff,38.7945952,-106.5348379
HENKEN Hans,BRONZE,2024-08-02,MASCULINO,1992-06-04,United States,Sailing,Men's Skiff,38.7945952,-106.5348379
van AANHOLT Odile,OURO,2024-08-02,FEMININO,1998-01-14,Netherlands,Sailing,Women's Skiff,52.132633,5.291266
DUETZ Annette,OURO,2024-08-02,FEMININO,1993-06-29,Netherlands,Sailing,Women's Skiff,52.132633,5.291266
BOBECK Vilma,PRATA,2024-08-02,FEMININO,1998-01-05,Sweden,Sailing,Women's Skiff,60.128161,18.643501
NETZLER Rebecca,PRATA,2024-08-02,FEMININO,1995-07-22,Sweden,Sailing,Women's Skiff,60.128161,18.643501
STEYAERT Sarah,BRONZE,2024-08-02,FEMININO,1986-11-27,France,Sailing,Women's Skiff,46.227638,2.213749
PICON Charline,BRONZE,2024-08-02,FEMININO,1984-12-23,France,Sailing,Women's Skiff,46.227638,2.213749
SINIAKOVA Katerina,OURO,2024-08-02,FEMININO,1996-05-10,Czechia,Tennis,Mixed Doubles,49.817492,15.472962
MACHAC Tomas,OURO,2024-08-02,MASCULINO,2000-10-13,Czechia,Tennis,Mixed Doubles,49.817492,15.472962
WANG Xinyu,PRATA,2024-08-02,FEMININO,2001-09-26,China,Tennis,Mixed Doubles,35.86166,104.195397
ZHANG Zhizhen,PRATA,2024-08-02,MASCULINO,1996-10-16,China,Tennis,Mixed Doubles,35.86166,104.195397
DABROWSKI Gabriela,BRONZE,2024-08-02,FEMININO,1992-04-01,Canada,Tennis,Mixed Doubles,56.130366,-106.346771
AUGER-ALIASSIME Felix,BRONZE,2024-08-02,MASCULINO,2000-08-08,Canada,Tennis,Mixed Doubles,56.130366,-106.346771
KLEIN IKKINK Isaya,OURO,2024-08-03,MASCULINO,2003-05-13,Netherlands,Athletics,4 x 400m Relay Mixed,52.132633,5.291266
OMALLA Eugene,OURO,2024-08-03,MASCULINO,2000-10-05,Netherlands,Athletics,4 x 400m Relay Mixed,52.132633,5.291266
BOL Femke,OURO,2024-08-03,FEMININO,2000-02-23,Netherlands,Athletics,4 x 400m Relay Mixed,52.132633,5.291266
KLAVER Lieke,OURO,2024-08-03,FEMININO,1998-08-20,Netherlands,Athletics,4 x 400m Relay Mixed,52.132633,5.291266
PEETERS Cathelijn,OURO,2024-08-03,FEMININO,1996-11-06,Netherlands,Athletics,4 x 400m Relay Mixed,52.132633,5.291266
BOERS Isayah,OURO,2024-08-03,MASCULINO,1999-06-19,Netherlands,Athletics,4 x 400m Relay Mixed,52.132633,5.291266
DEADMON Bryce,PRATA,2024-08-03,MASCULINO,1997-03-26,United States,Athletics,4 x 400m Relay Mixed,38.7945952,-106.5348379
NORWOOD Vernon,PRATA,2024-08-03,MASCULINO,1992-04-10,United States,Athletics,4 x 400m Relay Mixed,38.7945952,-106.5348379
WILSON Quincy,PRATA,2024-08-03,MASCULINO,2008-01-08,United States,Athletics,4 x 400m Relay Mixed,38.7945952,-106.5348379
BROWN Kaylyn,PRATA,2024-08-03,FEMININO,2004-12-31,United States,Athletics,4 x 400m Relay Mixed,38.7945952,-106.5348379
LITTLE Shamier,PRATA,2024-08-03,FEMININO,1995-03-20,United States,Athletics,4 x 400m Relay Mixed,38.7945952,-106.5348379
WHITTAKER Isabella,PRATA,2024-08-03,FEMININO,2002-02-15,United States,Athletics,4 x 400m Relay Mixed,38.7945952,-106.5348379
DAVEY Lewis,BRONZE,2024-08-03,MASCULINO,2000-10-24,Great Britain,Athletics,4 x 400m Relay Mixed,55.378051,-3.435973
HAYDOCK-WILSON Alex,BRONZE,2024-08-03,MASCULINO,1999-07-28,Great Britain,Athletics,4 x 400m Relay Mixed,55.378051,-3.435973
JEFFERIES Ben,BRONZE,2024-08-03,MASCULINO,1999-09-10,Great Britain,Athletics,4 x 400m Relay Mixed,55.378051,-3.435973
REARDON Samuel,BRONZE,2024-08-03,MASCULINO,2003-10-30,Great Britain,Athletics,4 x 400m Relay Mixed,55.378051,-3.435973
ANNING Amber,BRONZE,2024-08-03,FEMININO,2000-11-18,Great Britain,Athletics,4 x 400m Relay Mixed,55.378051,-3.435973
KELLY Hannah,BRONZE,2024-08-03,FEMININO,2000-12-20,Great Britain,Athletics,4 x 400m Relay Mixed,55.378051,-3.435973
NIELSEN Laviai,BRONZE,2024-08-03,FEMININO,1996-03-13,Great Britain,Athletics,4 x 400m Relay Mixed,55.378051,-3.435973
WILLIAMS Jodie,BRONZE,2024-08-03,FEMININO,1993-09-28,Great Britain,Athletics,4 x 400m Relay Mixed,55.378051,-3.435973
YEARGIN Nicole,BRONZE,2024-08-03,FEMININO,1997-08-11,Great Britain,Athletics,4 x 400m Relay Mixed,55.378051,-3.435973
CHEN Qing Chen,OURO,2024-08-03,FEMININO,1997-06-23,China,Badminton,Women's Doubles,35.86166,104.195397
JIA Yi Fan,OURO,2024-08-03,FEMININO,1997-06-29,China,Badminton,Women's Doubles,35.86166,104.195397
LIU Sheng Shu,PRATA,2024-08-03,FEMININO,2004-04-08,China,Badminton,Women's Doubles,35.86166,104.195397
TAN Ning,PRATA,2024-08-03,FEMININO,2003-04-03,China,Badminton,Women's Doubles,35.86166,104.195397
MATSUYAMA Nami,BRONZE,2024-08-03,FEMININO,1998-06-28,Japan,Badminton,Women's Doubles,36.204824,138.252924
SHIDA Chiharu,BRONZE,2024-08-03,FEMININO,1997-04-29,Japan,Badminton,Women's Doubles,36.204824,138.252924
von BREDOW-WERNDL Jessica,OURO,2024-08-03,FEMININO,1986-02-16,Germany,Equestrian,Dressage Team,51.165691,10.451526
WANDRES Frederic,OURO,2024-08-03,MASCULINO,1987-03-25,Germany,Equestrian,Dressage Team,51.165691,10.451526
WERTH Isabell,OURO,2024-08-03,FEMININO,1969-07-21,Germany,Equestrian,Dressage Team,51.165691,10.451526
ROTHENBERGER Soenke,OURO,2024-08-03,MASCULINO,1994-10-14,Germany,Equestrian,Dressage Team,51.165691,10.451526
BACHMANN ANDERSEN Daniel,PRATA,2024-08-03,MASCULINO,1990-06-01,Denmark,Equestrian,Dressage Team,56.26392,9.501785
LAUDRUP-DUFOUR Cathrine,PRATA,2024-08-03,FEMININO,1992-01-02,Denmark,Equestrian,Dressage Team,56.26392,9.501785
SKODBORG MERRALD Nanna,PRATA,2024-08-03,FEMININO,1993-10-08,Denmark,Equestrian,Dressage Team,56.26392,9.501785
SLOTH Nadja Aaboe,PRATA,2024-08-03,FEMININO,1992-10-23,Denmark,Equestrian,Dressage Team,56.26392,9.501785
FRY Charlotte,BRONZE,2024-08-03,FEMININO,1996-02-11,Great Britain,Equestrian,Dressage Team,55.378051,-3.435973
HESTER Carl,BRONZE,2024-08-03,MASCULINO,1967-06-29,Great Britain,Equestrian,Dressage Team,55.378051,-3.435973
MOODY Becky,BRONZE,2024-08-03,FEMININO,1980-03-16,Great Britain,Equestrian,Dressage Team,55.378051,-3.435973
GOULD Andrew,BRONZE,2024-08-03,MASCULINO,1980-05-21,Great Britain,Equestrian,Dressage Team,55.378051,-3.435973
KHARLAN Olga,OURO,2024-08-03,FEMININO,1990-09-04,Ukraine,Fencing,Women's Sabre Team,48.379433,31.16558
KOMASHCHUK Alina,OURO,2024-08-03,FEMININO,1993-04-24,Ukraine,Fencing,Women's Sabre Team,48.379433,31.16558
KRAVATSKA Olena,OURO,2024-08-03,FEMININO,1992-06-22,Ukraine,Fencing,Women's Sabre Team,48.379433,31.16558
BAKASTOVA Yuliia,OURO,2024-08-03,FEMININO,1996-06-26,Ukraine,Fencing,Women's Sabre Team,48.379433,31.16558
YOON Jisu,PRATA,2024-08-03,FEMININO,1993-01-24,Korea,Fencing,Women's Sabre Team,35.907757,127.766922
JEON Hayoung,PRATA,2024-08-03,FEMININO,2001-08-18,Korea,Fencing,Women's Sabre Team,35.907757,127.766922
CHOI Sebin,PRATA,2024-08-03,FEMININO,2000-08-11,Korea,Fencing,Women's Sabre Team,35.907757,127.766922
JEON Eunhye,PRATA,2024-08-03,FEMININO,1997-08-01,Korea,Fencing,Women's Sabre Team,35.907757,127.766922
EMURA Misaki,BRONZE,2024-08-03,FEMININO,1998-11-20,Japan,Fencing,Women's Sabre Team,36.204824,138.252924
TAKASHIMA Risa,BRONZE,2024-08-03,FEMININO,1999-02-08,Japan,Fencing,Women's Sabre Team,36.204824,138.252924
FUKUSHIMA Shihomi,BRONZE,2024-08-03,FEMININO,1995-06-19,Japan,Fencing,Women's Sabre Team,36.204824,138.252924
OZAKI Seri,BRONZE,2024-08-03,FEMININO,2002-09-22,Japan,Fencing,Women's Sabre Team,36.204824,138.252924
BOUKLI Shirine,OURO,2024-08-03,FEMININO,1999-01-24,France,Judo,Mixed Team,46.227638,2.213749
BUCHARD Amandine,OURO,2024-08-03,FEMININO,1995-07-12,France,Judo,Mixed Team,46.227638,2.213749
CYSIQUE Sarah Leonie,OURO,2024-08-03,FEMININO,1998-07-06,France,Judo,Mixed Team,46.227638,2.213749
AGBEGNENOU Clarisse,OURO,2024-08-03,FEMININO,1992-10-25,France,Judo,Mixed Team,46.227638,2.213749
GAHIE Marie Eve,OURO,2024-08-03,FEMININO,1996-11-27,France,Judo,Mixed Team,46.227638,2.213749
DICKO Romane,OURO,2024-08-03,FEMININO,1999-09-30,France,Judo,Mixed Team,46.227638,2.213749
MALONGA Madeleine,OURO,2024-08-03,FEMININO,1993-12-25,France,Judo,Mixed Team,46.227638,2.213749
GABA Joan-Benjamin,OURO,2024-08-03,MASCULINO,2001-01-07,France,Judo,Mixed Team,46.227638,2.213749
KHYAR Walide,OURO,2024-08-03,MASCULINO,1995-06-09,France,Judo,Mixed Team,46.227638,2.213749
MKHEIDZE Luka,OURO,2024-08-03,MASCULINO,1996-01-05,France,Judo,Mixed Team,46.227638,2.213749
DJALO Alpha Oumar,OURO,2024-08-03,MASCULINO,1996-09-05,France,Judo,Mixed Team,46.227638,2.213749
NGAYAP HAMBOU Maxime-Gael,OURO,2024-08-03,MASCULINO,2001-06-22,France,Judo,Mixed Team,46.227638,2.213749
DIESSE Aurelien,OURO,2024-08-03,MASCULINO,1997-10-16,France,Judo,Mixed Team,46.227638,2.213749
RINER Teddy,OURO,2024-08-03,MASCULINO,1989-04-07,France,Judo,Mixed Team,46.227638,2.213749
ABE Uta,PRATA,2024-08-03,FEMININO,2000-07-14,Japan,Judo,Mixed Team,36.204824,138.252924
FUNAKUBO Haruka,PRATA,2024-08-03,FEMININO,1998-10-10,Japan,Judo,Mixed Team,36.204824,138.252924
TSUNODA Natsumi,PRATA,2024-08-03,FEMININO,1992-08-06,Japan,Judo,Mixed Team,36.204824,138.252924
NIIZOE Saki,PRATA,2024-08-03,FEMININO,1996-07-04,Japan,Judo,Mixed Team,36.204824,138.252924
TAKAICHI Miku,PRATA,2024-08-03,FEMININO,1994-04-07,Japan,Judo,Mixed Team,36.204824,138.252924
SONE Akira,PRATA,2024-08-03,FEMININO,2000-07-09,Japan,Judo,Mixed Team,36.204824,138.252924
TAKAYAMA Rika,PRATA,2024-08-03,FEMININO,1994-08-27,Japan,Judo,Mixed Team,36.204824,138.252924
ABE Hifumi,PRATA,2024-08-03,MASCULINO,1997-08-09,Japan,Judo,Mixed Team,36.204824,138.252924
HASHIMOTO Soichi,PRATA,2024-08-03,MASCULINO,1991-08-24,Japan,Judo,Mixed Team,36.204824,138.252924
NAGAYAMA Ryuju,PRATA,2024-08-03,MASCULINO,1996-04-15,Japan,Judo,Mixed Team,36.204824,138.252924
MURAO Sanshiro,PRATA,2024-08-03,MASCULINO,2000-08-28,Japan,Judo,Mixed Team,36.204824,138.252924
NAGASE Takanori,PRATA,2024-08-03,MASCULINO,1993-10-14,Japan,Judo,Mixed Team,36.204824,138.252924
SAITO Tatsuru,PRATA,2024-08-03,MASCULINO,2002-03-08,Japan,Judo,Mixed Team,36.204824,138.252924
WOLF Aaron,PRATA,2024-08-03,MASCULINO,1996-02-25,Japan,Judo,Mixed Team,36.204824,138.252924
PIMENTA Larissa,BRONZE,2024-08-03,FEMININO,1999-03-01,Brazil,Judo,Mixed Team,-14.235004,-51.92528
SILVA Rafaela,BRONZE,2024-08-03,FEMININO,1992-04-24,Brazil,Judo,Mixed Team,-14.235004,-51.92528
QUADROS Ketleyn,BRONZE,2024-08-03,FEMININO,1987-10-01,Brazil,Judo,Mixed Team,-14.235004,-51.92528
SOUZA Beatriz,BRONZE,2024-08-03,FEMININO,1998-05-20,Brazil,Judo,Mixed Team,-14.235004,-51.92528
CARGNIN Daniel,BRONZE,2024-08-03,MASCULINO,1997-12-20,Brazil,Judo,Mixed Team,-14.235004,-51.92528
LIMA Willian,BRONZE,2024-08-03,MASCULINO,2000-01-31,Brazil,Judo,Mixed Team,-14.235004,-51.92528
MACEDO Rafael,BRONZE,2024-08-03,MASCULINO,1994-08-15,Brazil,Judo,Mixed Team,-14.235004,-51.92528
SCHIMIDT Guilherme,BRONZE,2024-08-03,MASCULINO,2000-11-06,Brazil,Judo,Mixed Team,-14.235004,-51.92528
GONCALVES Leonardo,BRONZE,2024-08-03,MASCULINO,1996-03-01,Brazil,Judo,Mixed Team,-14.235004,-51.92528
SILVA Rafael,BRONZE,2024-08-03,MASCULINO,1987-05-11,Brazil,Judo,Mixed Team,-14.235004,-51.92528
HUH Mimi,BRONZE,2024-08-03,FEMININO,2002-12-19,Korea,Judo,Mixed Team,35.907757,127.766922
JUNG Yerin,BRONZE,2024-08-03,FEMININO,1996-07-15,Korea,Judo,Mixed Team,35.907757,127.766922
LEE Hyekyeong,BRONZE,2024-08-03,FEMININO,1996-01-12,Korea,Judo,Mixed Team,35.907757,127.766922
KIM Jisu,BRONZE,2024-08-03,FEMININO,2000-12-12,Korea,Judo,Mixed Team,35.907757,127.766922
KIM Hayun,BRONZE,2024-08-03,FEMININO,2000-01-07,Korea,Judo,Mixed Team,35.907757,127.766922
YOON Hyunji,BRONZE,2024-08-03,FEMININO,1994-02-14,Korea,Judo,Mixed Team,35.907757,127.766922
AN Baul,BRONZE,2024-08-03,MASCULINO,1994-03-25,Korea,Judo,Mixed Team,35.907757,127.766922
KIM Won Jin,BRONZE,2024-08-03,MASCULINO,1992-05-01,Korea,Judo,Mixed Team,35.907757,127.766922
HAN Juyeo,BRONZE,2024-08-03,MASCULINO,1999-04-21,Korea,Judo,Mixed Team,35.907757,127.766922
LEE Joonhwan,BRONZE,2024-08-03,MASCULINO,2002-06-19,Korea,Judo,Mixed Team,35.907757,127.766922
KIM Minjong,BRONZE,2024-08-03,MASCULINO,2000-09-01,Korea,Judo,Mixed Team,35.907757,127.766922
CARNEGIE Sholto,OURO,2024-08-03,MASCULINO,1995-02-28,Great Britain,Rowing,Men's Eight,55.378051,-3.435973
GIBBS Rory,OURO,2024-08-03,MASCULINO,1994-04-03,Great Britain,Rowing,Men's Eight,55.378051,-3.435973
BOLDING Morgan,OURO,2024-08-03,MASCULINO,1995-05-13,Great Britain,Rowing,Men's Eight,55.378051,-3.435973
DAWSON Jacob,OURO,2024-08-03,MASCULINO,1993-11-02,Great Britain,Rowing,Men's Eight,55.378051,-3.435973
ELWES Charles,OURO,2024-08-03,MASCULINO,1997-07-15,Great Britain,Rowing,Men's Eight,55.378051,-3.435973
DIGBY Tom,OURO,2024-08-03,MASCULINO,1998-07-23,Great Britain,Rowing,Men's Eight,55.378051,-3.435973
RUDKIN James,OURO,2024-08-03,MASCULINO,1994-07-07,Great Britain,Rowing,Men's Eight,55.378051,-3.435973
FORD Tom,OURO,2024-08-03,MASCULINO,1992-10-03,Great Britain,Rowing,Men's Eight,55.378051,-3.435973
BRIGHTMORE Harry,OURO,2024-08-03,MASCULINO,1994-07-01,Great Britain,Rowing,Men's Eight,55.378051,-3.435973
RIENKS Ralf,PRATA,2024-08-03,MASCULINO,1997-09-23,Netherlands,Rowing,Men's Eight,52.132633,5.291266
MOLENAAR Olav,PRATA,2024-08-03,MASCULINO,1999-03-28,Netherlands,Rowing,Men's Eight,52.132633,5.291266
de GRAAF Sander,PRATA,2024-08-03,MASCULINO,1995-06-13,Netherlands,Rowing,Men's Eight,52.132633,5.291266
KNAB Ruben,PRATA,2024-08-03,MASCULINO,1988-02-19,Netherlands,Rowing,Men's Eight,52.132633,5.291266
van DOORN Gert-Jan,PRATA,2024-08-03,MASCULINO,1999-02-03,Netherlands,Rowing,Men's Eight,52.132633,5.291266
van de KERKHOF Jacob,PRATA,2024-08-03,MASCULINO,1995-10-12,Netherlands,Rowing,Men's Eight,52.132633,5.291266
van der BIJ Jan,PRATA,2024-08-03,MASCULINO,1991-09-25,Netherlands,Rowing,Men's Eight,52.132633,5.291266
MAKKER Mick,PRATA,2024-08-03,MASCULINO,1993-02-05,Netherlands,Rowing,Men's Eight,52.132633,5.291266
FETTER Dieuwke,PRATA,2024-08-03,FEMININO,1991-01-26,Netherlands,Rowing,Men's Eight,52.132633,5.291266
HOLLINGSWORTH Henry,BRONZE,2024-08-03,MASCULINO,1997-09-05,United States,Rowing,Men's Eight,38.7945952,-106.5348379
RUSHER Nick,BRONZE,2024-08-03,MASCULINO,1999-06-10,United States,Rowing,Men's Eight,38.7945952,-106.5348379
TABASH Christian,BRONZE,2024-08-03,MASCULINO,1999-05-14,United States,Rowing,Men's Eight,38.7945952,-106.5348379
DEAN Clark,BRONZE,2024-08-03,MASCULINO,2000-02-03,United States,Rowing,Men's Eight,38.7945952,-106.5348379
CARLSON Chris,BRONZE,2024-08-03,MASCULINO,1997-03-14,United States,Rowing,Men's Eight,38.7945952,-106.5348379
CHATAIN Peter,BRONZE,2024-08-03,MASCULINO,1999-11-08,United States,Rowing,Men's Eight,38.7945952,-106.5348379
