name,medal_type,medal_date,gender,birth_date,country,discipline,event,lat,long
ELKASEVIC Sandra,BRONZE,2024-08-05,FEMININO,1990-06-21,Croatia,Athletics,Women's Discus Throw,45.1,15.2
AXELSEN Viktor,OURO,2024-08-05,MASCULINO,1994-01-04,Denmark,Badminton,Men's Singles,56.26392,9.501785
VITIDSARN Kunlavut,PRATA,2024-08-05,MASCULINO,2001-05-11,Thailand,Badminton,Men's Singles,15.870032,100.992541
LEE Zii Jia,BRONZE,2024-08-05,MASCULINO,1998-03-29,Malaysia,Badminton,Men's Singles,4.210484,101.975766
AN Se Young,OURO,2024-08-05,FEMININO,2002-02-05,Korea,Badminton,Women's Singles,35.907757,127.766922
HE Bing Jiao,PRATA,2024-08-05,FEMININO,1997-03-21,China,Badminton,Women's Singles,35.86166,104.195397
BUTCHER Finn,OURO,2024-08-05,MASCULINO,1995-03-17,New Zealand,Canoe Slalom,Men's Kayak Cross,-40.900557,174.885971
CLARKE Joseph,PRATA,2024-08-05,MASCULINO,1992-11-03,Great Britain,Canoe Slalom,Men's Kayak Cross,55.378051,-3.435973
HEGGE Noah,BRONZE,2024-08-05,MASCULINO,1999-03-15,Germany,Canoe Slalom,Men's Kayak Cross,51.165691,10.451526
FOX Noemie,OURO,2024-08-05,FEMININO,1997-03-19,Australia,Canoe Slalom,Women's Kayak Cross,-25.274398,133.775136
HUG Angele,PRATA,2024-08-05,FEMININO,2000-07-30,France,Canoe Slalom,Women's Kayak Cross,46.227638,2.213749
WOODS Kimberley,BRONZE,2024-08-05,FEMININO,1995-09-08,Great Britain,Canoe Slalom,Women's Kayak Cross,55.378051,-3.435973
LI Yuehong,OURO,2024-08-05,MASCULINO,1989-08-28,China,Shooting,25m Rapid Fire Pistol Men,35.86166,104.195397
CHO Yeongjae,PRATA,2024-08-05,MASCULINO,1999-01-15,Korea,Shooting,25m Rapid Fire Pistol Men,35.907757,127.766922
WANG Xinjie,BRONZE,2024-08-05,MASCULINO,1996-10-24,China,Shooting,25m Rapid Fire Pistol Men,35.86166,104.195397
VAAST Kauli,OURO,2024-08-05,MASCULINO,2002-02-26,France,Surfing,Men,46.227638,2.213749
ROBINSON Jack,PRATA,2024-08-05,MASCULINO,1997-12-27,Australia,Surfing,Men,-25.274398,133.775136
MEDINA Gabriel,BRONZE,2024-08-05,MASCULINO,1993-12-22,Brazil,Surfing,Men,-14.235004,-51.92528
MARKS Caroline,OURO,2024-08-05,FEMININO,2002-02-14,United States,Surfing,Women,38.7945952,-106.5348379
WESTON-WEBB Tatiana,PRATA,2024-08-05,FEMININO,1996-05-09,Brazil,Surfing,Women,-14.235004,-51.92528
DEFAY Johanne,BRONZE,2024-08-05,FEMININO,1993-11-19,France,Surfing,Women,46.227638,2.213749
HOCKER Cole,OURO,2024-08-06,MASCULINO,2001-06-06,United States,Athletics,Men's 1500m,38.7945952,-106.5348379
KERR Josh,PRATA,2024-08-06,MASCULINO,1997-10-08,Great Britain,Athletics,Men's 1500m,55.378051,-3.435973
NUGUSE Yared,BRONZE,2024-08-06,MASCULINO,1999-06-01,United States,Athletics,Men's 1500m,38.7945952,-106.5348379
TENTOGLOU Miltiadis,OURO,2024-08-06,MASCULINO,1998-03-18,Greece,Athletics,Men's Long Jump,39.074208,21.824312
